Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Pressure Gradient [Pa/m],Model Prediction Pressure Gradient [Pa/m]
Perez (2008),Water,0.08,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,0.0,0.072,189.756995074152,58.627004929181
Perez (2008),Water,0.08,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,0.0,0.072,264.425733177091,402.565996940983
Perez (2008),Water,0.1,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,0.0,0.072,21.1721289310011,4.65257342714246
Perez (2008),Water,0.1,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,0.0,0.072,53.6954458448437,7.32545403825122
Perez (2008),Water,0.1,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,0.0,0.072,68.3043738765727,10.1397272356557
Perez (2008),Water,0.1,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,0.0,0.072,64.9607363849904,13.8193725111258
Perez (2008),Water,0.1,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,0.0,0.072,55.0888932485669,17.8673839582934
Perez (2008),Water,0.1,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,0.0,0.072,110.435478825219,23.3134410845232
Perez (2008),Water,0.1,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,0.0,0.072,108.709576504398,29.3559774700685
Perez (2008),Water,0.1,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,0.0,0.072,273.161821237877,43.7941159538916
Perez (2008),Water,0.1,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,0.0,0.072,303.86697561467,349.700878537376
Perez (2008),Water,0.1,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,0.0,0.072,272.571673992693,455.814001660886
Perez (2008),Water,0.13,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,0.0,0.072,37.4767361092702,7.1369524534745
Perez (2008),Water,0.13,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,0.0,0.072,70.0048251032625,10.3985928332392
Perez (2008),Water,0.13,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,0.0,0.072,89.5051352884721,13.7360082690952
Perez (2008),Water,0.13,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,0.0,0.072,91.0481078702207,18.0125791280919
Perez (2008),Water,0.13,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,0.0,0.072,110.522966961298,22.63929758046
Perez (2008),Water,0.13,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,0.0,0.072,123.472801794302,28.7759605760327
Perez (2008),Water,0.13,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,0.0,0.072,296.193470733892,257.575477513867
Perez (2008),Water,0.13,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,0.0,0.072,263.345652369867,343.955416960208
Perez (2008),Water,0.13,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,0.0,0.072,272.835729094312,449.002628851419
Perez (2008),Water,0.13,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,0.0,0.072,231.789477033038,577.529608950929
Perez (2008),Water,0.2,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,0.0,0.072,237.943869732816,304.941938888064
Perez (2008),Water,0.2,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,0.0,0.072,273.748787096295,670.543516056528
Perez (2008),Water,0.2,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,0.0,0.072,285.069751904855,1216.06456012997
Perez (2008),Water,0.2,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,0.0,0.072,306.181434487293,1841.4139025906
Perez (2008),Water,0.2,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,0.0,0.072,258.802632067318,2669.72467999307
Perez (2008),Water,0.2,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,0.0,0.072,328.796322316897,378.905191219651
Perez (2008),Water,0.2,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,0.0,0.072,297.591690217765,499.848573861597
Perez (2008),Water,0.2,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,0.0,0.072,298.943779593524,644.97010614323
Perez (2008),Water,0.2,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,0.0,0.072,352.445160845612,820.061589723941
Perez (2008),Water,0.73,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,0.0,0.072,280.415383065478,220.393938860722
Perez (2008),Water,0.73,0.001,1000.0,Air,0.29,1.8e-05,1.224,0.038,0.0,0.072,379.855989225703,284.388330254394
Perez (2008),Water,0.73,0.001,1000.0,Air,0.44,1.8e-05,1.224,0.038,0.0,0.072,309.730271425314,359.274579171909
Perez (2008),Water,0.73,0.001,1000.0,Air,0.59,1.8e-05,1.224,0.038,0.0,0.072,309.711183104715,441.05577604179
Perez (2008),Water,0.73,0.001,1000.0,Air,0.73,1.8e-05,1.224,0.038,0.0,0.072,288.497696145749,522.930919783215
Perez (2008),Water,0.73,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,0.0,0.072,286.848147107324,616.150661446275
Perez (2008),Water,0.73,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.038,0.0,0.072,295.0,810.937746662592
Perez (2008),Water,0.73,0.001,1000.0,Air,1.47,1.8e-05,1.224,0.038,0.0,0.072,305.0,1030.15629069726
Perez (2008),Water,0.73,0.001,1000.0,Air,2.2,1.8e-05,1.224,0.038,0.0,0.072,307.877113633832,1622.90465768365
Perez (2008),Water,0.73,0.001,1000.0,Air,2.93,1.8e-05,1.224,0.038,0.0,0.072,311.037821386342,2275.2186457946
Perez (2008),Water,0.04,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,648.822599988578,644.36013561015
Perez (2008),Water,0.04,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,74.3960708914737,566.020844219559
Perez (2008),Water,0.04,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,21.8214006967314,845.821852238524
Perez (2008),Water,0.04,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,96.308846205098,1350.29645293251
Perez (2008),Water,0.04,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,164.274428432735,1967.06704049221
Perez (2008),Water,0.04,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,404.97801298281,2812.02087867431
Perez (2008),Water,0.04,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,368.479564447659,363.748736682434
Perez (2008),Water,0.04,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,138.763777578953,205.313644955057
Perez (2008),Water,0.04,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,300.17703832023,232.683107152986
Perez (2008),Water,0.04,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,141.779139936418,294.571599057566
Perez (2008),Water,0.05,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,645.53882469399,650.18660717479
Perez (2008),Water,0.05,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,107.005387295121,574.742151837765
Perez (2008),Water,0.05,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,38.1146370714438,855.322651533912
Perez (2008),Water,0.05,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,93.0479145647331,1360.58128836315
Perez (2008),Water,0.05,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,203.382764462888,1977.90615353562
Perez (2008),Water,0.05,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,297.378690677885,2823.23782440962
Perez (2008),Water,0.05,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,316.304658201823,321.934394626008
Perez (2008),Water,0.05,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,171.418781291047,220.188631629213
Perez (2008),Water,0.05,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,143.583788620053,260.12087926265
Perez (2008),Water,0.05,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,275.477337191372,328.926249207525
Perez (2008),Water,0.06,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,648.799756334355,655.888691575851
Perez (2008),Water,0.06,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,237.465496563933,583.429162560005
Perez (2008),Water,0.06,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,165.313814699891,864.815213568037
Perez (2008),Water,0.06,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,383.259408730083,1370.86572110211
Perez (2008),Water,0.06,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,232.696883744836,1988.74647367279
Perez (2008),Water,0.06,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,336.521292189373,2834.45630011292
Perez (2008),Water,0.06,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,290.25147056024,287.531750247863
Perez (2008),Water,0.06,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,207.36898212484,237.668776722986
Perez (2008),Water,0.06,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,166.58163750928,285.830600297469
Perez (2008),Water,0.06,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,190.738801850335,361.145249590376
Perez (2008),Water,0.08,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,648.834021815689,666.959351106109
Perez (2008),Water,0.08,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,155.942205554815,600.706787246851
Perez (2008),Water,0.08,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,162.041461232415,883.777256939625
Perez (2008),Water,0.08,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,161.550322666615,1391.43379940076
Perez (2008),Water,0.08,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,291.450762406959,2010.43076802115
Perez (2008),Water,0.08,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,408.261788277398,2856.89762954692
Perez (2008),Water,0.08,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,355.447259713312,265.121667449667
Perez (2008),Water,0.08,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,272.541927623688,272.558814881036
Perez (2008),Water,0.08,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,270.828653556947,333.370083190597
Perez (2008),Water,0.08,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,311.381850716719,420.85095259153
Perez (2008),Water,0.1,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,736.833488797091,677.643792234192
Perez (2008),Water,0.1,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,449.391787706306,617.865233089463
Perez (2008),Water,0.1,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,67.4516000076148,902.711150599339
Perez (2008),Water,0.1,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,177.832137214216,1412.00153285029
Perez (2008),Water,0.1,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,317.481106394319,2032.12003917325
Perez (2008),Water,0.1,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,388.673354780986,2879.34455348154
Perez (2008),Water,0.1,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,391.260398621766,297.940187786685
Perez (2008),Water,0.1,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,282.256191582113,305.561175294629
Perez (2008),Water,0.1,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,267.579143743694,376.9426755755
Perez (2008),Water,0.1,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,337.457882012525,475.771642034949
Perez (2008),Water,0.13,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,700.986084407302,693.077421657438
Perez (2008),Water,0.13,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,292.867068968799,643.402335998338
Perez (2008),Water,0.13,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,135.931164455274,931.065770131871
Perez (2008),Water,0.13,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,311.507490814947,1442.85430439727
Perez (2008),Water,0.13,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,431.613713807085,2064.66363751623
Perez (2008),Water,0.13,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,473.400468294911,2913.0250036998
Perez (2008),Water,0.13,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,466.250404523043,350.381100180722
Perez (2008),Water,0.13,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,402.887818621385,399.170732256144
Perez (2008),Water,0.13,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,365.407092954636,486.819213919339
Perez (2008),Water,0.13,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,422.264948316231,605.702882197828
Perez (2008),Water,0.2,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,808.60825036645,727.132118908182
Perez (2008),Water,0.2,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,501.600959433477,702.215519023769
Perez (2008),Water,0.2,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,5.0,0.072,344.642211265728,997.058922040468
Perez (2008),Water,0.2,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,5.0,0.072,507.186232891054,1514.86330751743
Perez (2008),Water,0.2,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,5.0,0.072,627.281034056081,2140.64717326399
Perez (2008),Water,0.2,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,5.0,0.072,672.362985665606,2991.65763245363
Perez (2008),Water,0.2,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,5.0,0.072,674.961451333498,3901.81258251268
Perez (2008),Water,0.2,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,5.0,0.072,605.134111286668,570.736387214297
Perez (2008),Water,0.2,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,5.0,0.072,567.58485465725,696.39451079195
Perez (2008),Water,0.2,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,5.0,0.072,630.941729645352,859.397930195433
Perez (2008),Water,0.73,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,5.0,0.072,440.0887095239,977.573032066635
Perez (2008),Water,0.73,0.001,1000.0,Air,0.29,1.8e-05,1.224,0.038,5.0,0.072,397.616645409377,974.850968684052
Perez (2008),Water,0.73,0.001,1000.0,Air,0.44,1.8e-05,1.224,0.038,5.0,0.072,361.620757267137,993.221305502472
Perez (2008),Water,0.73,0.001,1000.0,Air,0.59,1.8e-05,1.224,0.038,5.0,0.072,384.355904132797,1029.04090249539
Perez (2008),Water,0.73,0.001,1000.0,Air,0.73,1.8e-05,1.224,0.038,5.0,0.072,390.774970969522,1075.33950503851
Perez (2008),Water,0.73,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,5.0,0.072,377.605604309836,1136.49853119986
Perez (2008),Water,0.73,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.038,5.0,0.072,452.367173668881,1282.45612481016
Perez (2008),Water,0.73,0.001,1000.0,Air,1.47,1.8e-05,1.224,0.038,5.0,0.072,654.327920656374,1464.12218893591
Perez (2008),Water,0.73,0.001,1000.0,Air,2.2,1.8e-05,1.224,0.038,5.0,0.072,1035.27440939635,1998.62400089785
Perez (2008),Water,0.73,0.001,1000.0,Air,2.93,1.8e-05,1.224,0.038,5.0,0.072,1145.48361919628,2619.93861160342
Perez (2008),Water,0.04,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1159.50069348127,1280.77978321029
Perez (2008),Water,0.04,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,130.374479889042,904.060755122826
Perez (2008),Water,0.04,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,24.9653259361992,1113.5657283335
Perez (2008),Water,0.04,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,27.7392510402214,1580.42381891763
Perez (2008),Water,0.04,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,147.018030513175,2178.62635743014
Perez (2008),Water,0.04,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,510.402219140083,3013.43936896644
Perez (2008),Water,0.04,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,416.088765603328,3919.52153473488
Perez (2008),Water,0.04,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,438.280166435506,5892.98563446609
Perez (2008),Water,0.04,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,241.33148404993,621.064388377054
Perez (2008),Water,0.04,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,133.148404993064,329.580277184376
Perez (2008),Water,0.05,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1203.88349514563,1290.57105375596
Perez (2008),Water,0.05,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,274.618585298196,916.792205213083
Perez (2008),Water,0.05,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,66.5742024965321,1126.09875150199
Perez (2008),Water,0.05,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,69.3481276005547,1593.03501541662
Perez (2008),Water,0.05,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,238.557558945908,2191.35490713232
Perez (2008),Water,0.05,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,416.088765603328,3026.20181990768
Perez (2008),Water,0.05,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,460.471567267683,3932.17556801097
Perez (2008),Water,0.05,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,418.86269070735,5905.10245418296
Perez (2008),Water,0.05,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,266.29680998613,520.177021512774
Perez (2008),Water,0.05,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,185.852981969486,362.692314867782
Perez (2008),Water,0.06,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1209.43134535367,1300.08446619169
Perez (2008),Water,0.06,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,330.09708737864,929.425443203565
Perez (2008),Water,0.06,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,94.3134535367544,1138.59132111175
Perez (2008),Water,0.06,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,97.0873786407762,1605.62819244573
Perez (2008),Water,0.06,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,257.975034674063,2204.07316649912
Perez (2008),Water,0.06,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,410.540915395283,3038.95756470418
Perez (2008),Water,0.06,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,532.59361997226,3944.8245872319
Perez (2008),Water,0.06,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,418.86269070735,5917.21715409385
Perez (2008),Water,0.06,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,280.166435506241,421.494782751714
Perez (2008),Water,0.06,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,274.618585298196,394.295556993324
Perez (2008),Water,0.08,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1292.64909847434,1318.3514101974
Perez (2008),Water,0.08,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,432.732316227461,954.40946787693
Perez (2008),Water,0.08,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,163.661581137309,1163.45950354605
Perez (2008),Water,0.08,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,158.113730929264,1630.76171350221
Perez (2008),Water,0.08,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,355.06241331484,2229.47929258291
Perez (2008),Water,0.08,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,521.497919556171,3064.4490657778
Perez (2008),Water,0.08,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,624.133148404993,3970.10753667302
Perez (2008),Water,0.08,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,490.984743411927,649.343183345145
Perez (2008),Water,0.08,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,371.705963938973,408.479267074532
Perez (2008),Water,0.08,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,307.905686546462,453.530891116825
Perez (2008),Water,0.1,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1276.0055478502,1335.71433830256
Perez (2008),Water,0.1,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,482.662968099861,979.035843453296
Perez (2008),Water,0.1,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,188.626907073508,1188.1776038351
Perez (2008),Water,0.1,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,224.687933425797,1655.82678995692
Perez (2008),Water,0.1,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,399.445214979195,2254.8456971894
Perez (2008),Water,0.1,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,574.202496532593,3089.91417054134
Perez (2008),Water,0.1,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,676.837725381414,3995.37036219347
Perez (2008),Water,0.1,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,596.39389736477,593.110000695628
Perez (2008),Water,0.1,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,449.375866851594,439.974926890592
Perez (2008),Water,0.1,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,380.02773925104,508.439672575066
Perez (2008),Water,0.13,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1325.9361997226,1360.30992851272
Perez (2008),Water,0.13,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,585.298196948682,1015.3513870102
Perez (2008),Water,0.13,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,296.809986130374,1224.98804461221
Perez (2008),Water,0.13,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,313.453536754507,1693.30115667825
Perez (2008),Water,0.13,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,557.55894590846,2292.82291374359
Perez (2008),Water,0.13,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,704.576976421636,3128.06307168961
Perez (2008),Water,0.13,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,726.768377253814,4033.22699670695
Perez (2008),Water,0.13,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,660.194174757281,583.904211730983
Perez (2008),Water,0.13,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,615.811373092926,562.805083966277
Perez (2008),Water,0.13,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,402.219140083217,650.266545984963
Perez (2008),Water,0.2,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1392.51040221914,1412.47503551719
Perez (2008),Water,0.2,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,729.542302357836,1097.50849369012
Perez (2008),Water,0.2,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,10.0,0.072,535.367545076282,1309.74300778394
Perez (2008),Water,0.2,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,10.0,0.072,418.86269070735,1780.20456418139
Perez (2008),Water,0.2,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,10.0,0.072,588.072122052704,2381.15775430524
Perez (2008),Water,0.2,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,10.0,0.072,768.377253814146,3216.85586340125
Perez (2008),Water,0.2,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,10.0,0.072,865.464632454923,4121.3856227775
Perez (2008),Water,0.2,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,10.0,0.072,915.395284327323,713.560343953014
Perez (2008),Water,0.2,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,10.0,0.072,984.743411927877,778.64955801911
Perez (2008),Water,0.2,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,10.0,0.072,1242.71844660194,914.60891975731
Perez (2008),Water,0.73,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,10.0,0.072,1220.52704576976,1730.30614577728
Perez (2008),Water,0.73,0.001,1000.0,Air,0.29,1.8e-05,1.224,0.038,10.0,0.072,1067.96116504854,1662.27018160428
Perez (2008),Water,0.73,0.001,1000.0,Air,0.44,1.8e-05,1.224,0.038,10.0,0.072,993.065187239944,1624.36847578404
Perez (2008),Water,0.73,0.001,1000.0,Air,0.59,1.8e-05,1.224,0.038,10.0,0.072,840.499306518723,1614.2735308983
Perez (2008),Water,0.73,0.001,1000.0,Air,0.73,1.8e-05,1.224,0.038,10.0,0.072,834.951456310679,1624.76104251451
Perez (2008),Water,0.73,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,10.0,0.072,807.212205270457,1653.38456069586
Perez (2008),Water,0.73,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.038,10.0,0.072,809.986130374479,1749.11109061161
Perez (2008),Water,0.73,0.001,1000.0,Air,1.47,1.8e-05,1.224,0.038,10.0,0.072,909.847434119278,1891.27806839333
Perez (2008),Water,0.73,0.001,1000.0,Air,2.2,1.8e-05,1.224,0.038,10.0,0.072,1492.37170596393,2361.40550620552
Perez (2008),Water,0.73,0.001,1000.0,Air,2.93,1.8e-05,1.224,0.038,10.0,0.072,1930.65187239944,2943.87014528645
Perez (2008),Water,0.04,0.001,1000.0,Air,0.15,1.8e-05,1.224,0.038,30.0,0.072,3824.45698041131,3724.639795727
Perez (2008),Water,0.04,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,30.0,0.072,2447.42353990344,2225.23834294632
