Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Model Prediction [-],Flow Pattern [-],Flow Pattern Shoham [-],Unified Flow Pattern [-]
Khaledi et al. (2014),Oil,1.00167357674453,0.096,850.0,SF6,1.63315833142444,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.774502895012214,0.096,850.0,SF6,1.60478656335411,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.623653345238102,0.096,850.0,SF6,1.60403858926225,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.498768098571722,0.096,850.0,SF6,1.61616811194474,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.353666156360545,0.096,850.0,SF6,1.62796770809635,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.263396255469522,0.096,850.0,SF6,1.62693557047702,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,3.00572529631428,0.096,850.0,SF6,1.71604728175184,1.611e-05,25.54,0.069,0.0,0.062,Dispersed,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.82838080495313,0.096,850.0,SF6,1.84242482100752,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.08183467081825,0.096,850.0,SF6,1.99390745142199,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.40097784106594,0.096,850.0,SF6,2.16148538471666,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.92658391315781,0.096,850.0,SF6,2.89297711292174,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.49738977127175,0.096,850.0,SF6,3.05125835888045,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.24123715571626,0.096,850.0,SF6,3.03174872467758,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.203178745440857,0.096,850.0,SF6,0.408428734668665,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.160517145894707,0.096,850.0,SF6,0.412287501591664,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.131496035607295,0.096,850.0,SF6,0.416215204505642,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.62397627197651,0.096,850.0,SF6,2.94840372977412,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.401364353081339,0.096,850.0,SF6,0.802482371718919,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.174813383063881,0.096,850.0,SF6,1.62550088019403,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.969890745130658,0.096,850.0,SF6,3.14771461655482,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.748915249571742,0.096,850.0,SF6,3.17127761876303,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.532577516931633,0.096,850.0,SF6,3.24777944064806,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.370597144560908,0.096,850.0,SF6,3.24524595321377,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.329397896784913,0.096,850.0,SF6,3.24442299539258,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.735051772825332,0.096,850.0,SF6,0.000230915369477307,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.371018753270228,0.096,850.0,SF6,0.000426761112152567,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.47708045489983,0.096,850.0,SF6,0.000694548350960028,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.742845672615522,0.096,850.0,SF6,0.00772595210670209,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.372548980879299,0.096,850.0,SF6,0.00808272094105077,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,2.10944514123456,0.096,850.0,SF6,0.0135498503330695,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.739745295207574,0.096,850.0,SF6,0.0177539286255767,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.48068777717633,0.096,850.0,SF6,0.0185074213461156,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.372880851536619,0.096,850.0,SF6,0.0193615651056083,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.74322382173765,0.096,850.0,SF6,0.0479611332410031,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,2.10864863551942,0.096,850.0,SF6,0.0631252968391582,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.48192118754929,0.096,850.0,SF6,0.0637891149451296,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,2.99605307485708,0.096,850.0,SF6,0.119943649747847,1.611e-05,25.54,0.069,0.0,0.062,Dispersed,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,2.0988109587379,0.096,850.0,SF6,0.121788347531696,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.47544913727601,0.096,850.0,SF6,0.125477486341109,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.83798349226894,0.096,850.0,SF6,0.15734752804076,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,1.08873062225024,0.096,850.0,SF6,0.162527031589523,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.409342016281306,0.096,850.0,SF6,0.161949083842912,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.246250752502951,0.096,850.0,SF6,0.165708665629194,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.246942257482167,0.096,850.0,SF6,0.266277367773019,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.13161238498287,0.096,850.0,SF6,0.816585557554845,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Roll-Waves,Annular,Intermittent
Khaledi et al. (2014),Oil,0.0806683886590593,0.096,850.0,SF6,0.823850362661476,1.611e-05,25.54,0.069,0.0,0.062,Intermittent,Roll-Waves,Annular,Intermittent
Khaledi et al. (2014),Oil,2.96850666295586,0.096,850.0,SF6,0.000690782222163875,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,0.744808203542449,0.096,850.0,SF6,0.000858303553675224,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.08962923488529,0.096,850.0,SF6,0.000886362237751018,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.49685433253362,0.096,850.0,SF6,0.00131446142055057,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,0.744575078947946,0.096,850.0,SF6,0.00905665699625143,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,1.48540570051232,0.096,850.0,SF6,0.0230201221263209,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.61235665930567,0.096,850.0,SF6,0.0315639634318704,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.06734139392257,0.096,850.0,SF6,0.0361153898874012,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.07217675728267,0.096,850.0,SF6,0.0698367735729337,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,1.48583998216219,0.096,850.0,SF6,0.0732891473052626,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.09128387423699,0.096,850.0,SF6,0.141720125455339,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.52138604167724,0.096,850.0,SF6,0.00772489129415024,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,2.9882012017123,0.096,850.0,SF6,0.00969498374370677,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,3.01653380562309,0.096,850.0,SF6,0.0308169204768494,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Bubble,Bubbles,Dispersed
Khaledi et al. (2014),Oil,1.47242365826195,0.096,850.0,SF6,0.145022363106328,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.672773462570283,0.096,850.0,SF6,0.105298339990273,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.404163767300011,0.096,850.0,SF6,0.0634878445778336,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.4079958425724,0.096,850.0,SF6,0.107495462978078,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.411864251633421,0.096,850.0,SF6,0.176456138598901,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.685591735576461,0.096,850.0,SF6,0.174643516068878,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.679152358350721,0.096,850.0,SF6,0.286681127027043,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.4079958425724,0.096,850.0,SF6,0.280821589546012,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.672773462570283,0.096,850.0,SF6,0.741233701310357,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.606438668097403,0.096,850.0,SF6,0.847717446115832,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,0.685591735576461,0.096,850.0,SF6,1.25503173760495,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.81216075677346,0.096,850.0,SF6,2.06016187196664,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.79514015092159,0.096,850.0,SF6,2.26078930328933,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.58788728871958,0.096,850.0,SF6,3.21163703543559,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Slug,Slug,Intermittent
Khaledi et al. (2014),Oil,1.83251230540101,0.096,850.0,SF6,0.17467819798371,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.83989280251448,0.096,850.0,SF6,0.283004748119987,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.0694655563904849,0.096,850.0,SF6,0.423080398213408,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.0418951055709684,0.096,850.0,SF6,0.423080398213408,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.134736028230651,0.096,850.0,SF6,0.597866199777778,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.8510487949402,0.096,850.0,SF6,0.748852602718798,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.190838547858145,0.096,850.0,SF6,0.844860679781297,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.130569425707979,0.096,850.0,SF6,0.844860679781297,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.0790808147563325,0.096,850.0,SF6,0.844860679781297,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.83269269814015,0.096,850.0,SF6,1.20353515069246,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.633614530375712,0.096,850.0,SF6,1.68963955101137,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.174198153492153,0.096,850.0,SF6,1.67502907123003,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.262153304167734,0.096,850.0,SF6,1.68712512150106,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,3.00029500017374,0.096,850.0,SF6,1.90342621745917,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.45859401172503,0.096,850.0,SF6,1.67577322316002,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.21917366706847,0.096,850.0,SF6,1.67577322316002,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.97208651385888,0.096,850.0,SF6,1.67577322316002,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.07841739692903,0.096,850.0,SF6,2.03899912946149,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.797332275225632,0.096,850.0,SF6,1.69316604923156,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.497417787537683,0.096,850.0,SF6,1.67577322316002,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.419711452381727,0.096,850.0,SF6,2.19183155433362,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,0.374774895556145,0.096,850.0,SF6,1.67577322316002,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,1.09896435571608,0.096,850.0,SF6,1.24213958875969,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Stratified Wavy,Stratified Wavy,Stratified
Khaledi et al. (2014),Oil,2.07868394406818,0.096,850.0,SF6,0.000583440933578753,1.637e-05,54.15,0.069,0.0,0.062,Dispersed,Plug Flow,Slug,Intermittent
Khaledi et al. (2014),Oil,0.751529054915796,0.096,850.0,SF6,0.00194932585406598,1.637e-05,54.15,0.069,0.0,0.062,Intermittent,Plug Flow,Slug,Intermittent
